"File","Coder","Coded","Id","Codename","Coded_Memo","Category","Category","Category"
"Entrevistado 12.docx","default","Não, no meu caso depende muito da pauta. Uma pauta que eu realmente esteja envolvido nela, aí sim","ctid:227","3 Interação em temáticas polêmicas e/ou mais relevantes para o grupo representado","","Interação entre conselheiros","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 1.docx","default","Eu acharia que é muito importante. É muito importante. E outra? Que fosse mais forte ainda. Mais fiscalização. É muito vulnerável na fiscalização. Há 400 quilômetros de água extensa em torno de 122 quilômetros desde Tamandaré até Maceió. É muita coisa para um órgão que eu acho que tem em torno de 12 trabalhadores. Então para fiscalizar é complicado.","ctid:12","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 11.docx","default","Agora, se não houvesse um ordenamento, nós não conseguimos, mesmo sendo o que nós somos, capazes de controlar a degradação. Então foi preciso ter o ICM-1000, é preciso ter o Ibama, é preciso ter a Marinha, mas principalmente as prefeituras, para que elas pudessem, sim, fiscalizar e preservar. Então, as áreas de preservação ambiental fundamentais, não só aqui pra essa região, mas pra qualquer outra região do mundo.","ctid:55","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 12.docx","default"," E se federal já tem essas complicações… Já é complicado, mas imagina estado, do município. Cada vez vai cortando e sendo o mais permissível possível. A gente olha, a gente vê a realidade das pequenas áreas de proteção, né? É difícil.","ctid:82","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 13.docx","default"," Ou sabe que existe ou não sabe pra que serve? Ah, tem APA, o que é isso? Tem poucas placas, não existe nenhum instrumento visual efetivo e o que os olhos não veem, o coração não sente. E o bolso tampouco. Não existem imposições efetivas. dentro da água. A presença do Estado comando e controle, o Estado não tem condição de fazer isso em grandes áreas e o nível de envolvimento para participação e uma ação realmente participativa ao nível que seria necessário não é promovida. Porque isso representaria também a perda do poder do Estado sobre o cidadão e é difícil que o gestor queira isso. A gente no discurso Ah, o discurso vai ser bonito. Mas na prática, como é que eu vou dar?","ctid:443","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 13.docx","default","Só que um plano sem a participação e sem uma fiscalização intensiva, pelo menos pra criar uma primeira impressão, a gente não tem boias, não tem... enfim. O sistema de comunicação é carquíssimo. E a atuação acaba sendo mais em cima de pescadores, daqueles que utilizam as ondas de praia para fora.","ctid:444","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 14.docx","default","As áreas de proteção ambiental, elas foram criadas já há muito tempo, as unidades de conservação é um dos tipos de áreas protegidas, elas são essenciais para a manutenção dos sistemas, dos sistemas ecológicos e elas são, que é o que a gente vê estudando, excelentes unidades educativas, por isso que a gente estuda unidades de conservação como lugares educadores. Elas têm várias, várias várias, digamos assim, importâncias ou vários objetivos. Um deles é o que a gente vem discutindo mais recentemente, é como ficará isso com as mudanças climáticas. Uma vez que, acontecendo mudanças no clima, essas unidades que foram criadas de qualquer tipo, seja da de conservação, APPs e tal coisa, elas foram criadas para proteger determinadas indivíduos, determinados traços culturais também, porque não é só ecologia, em um determinado ambiente que está mudando. Então, como isso ficará? Tem uma grande discussão que já se põe há algum tempo. Elas são importantes, mas elas podem não… Daqui a pouco, há um espaço e tempo menor, elas podem não mais cumprir o objetivo para os quais foram criadas.","ctid:106","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 14.docx","default"," Se não fosse dentro de uma unidade de conservação, A questão é que a APA é a unidade de conservação mais, digamos assim, que permite maior interação. Modificação é a mais feroz, como a gente chama. Mas ela ainda tem o seu objetivo, ela ainda cumpre. Se não houvesse, seria muito pior.","ctid:109","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 15.docx","default","A gente nem tinha coral mais, turismo de qualidade nenhum. Então acho que tem, porque existe essa unidade de conservação que é importante. Deus me livre um dia isso não ser uma unidade de conservação. Quero nem pensar.","ctid:128","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 16.docx","default"," Tem oito áreas de recuperação ao longo da área. Mas implantação efetiva que tem atividade durante todo o dia, monitoramento, tratamento, pesquisa, né? Que as outras áreas, elas são implantadas, mas tem essas atividades periódicas. Monitoramento não é todo dia, fiscalização também não é todo dia. É que a gente mantém um sistema de pesquisa, monitoramento, patrulhamento diário.","ctid:153","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 17.docx","default","Quando a gente começa a analisar os problemas, os conflitos e também as potencialidades existentes da APA costa dos corais, a gente começa a compreender o quão importante é esse Conselho para tentar resolver ou pelo menos amenizar esses problemas, para mediar esses conflitos e buscar uma solução para esses conflitos. E também para fazer com que as potencialidades que a gente enxerga elas possam realmente fluir, acontecer e serem vistas por outras pessoas também. O Conselho tem tido esse papel importante, eu tenho observado isto. É fundamental, quando a gente começa a analisar todos os atores envolvidos, seja não só na plenária, mas nas discussões, nos grupos de trabalho, nas câmeras temáticas, discute realmente o território, olhando para dentro do território e aquele município que entende que faz parte desse território, participar de um Conselho como esse é importante demais. Tendo em vista a importância do mesmo, diversos municípios que fazem parte da APA Costa dos Corais, desde que ela foi criada, há pouco mais de 25 anos, mudaram e muito a sua relação com o meio ambiente, a relação justamente dos atores envolvidos, seja ele pescador, marisqueira, pessoal do turismo, o próprio poder público, diversas ações foram realizadas, projetos realizados, fizeram com que esses municípios crescessem de uma forma sustentável graças às discussões do Conselho. E eu entendo que hoje parte do que Barreiros se tornou, a visibilidade que Barreiros tem hoje, participando do Conselho é completamente diferente da que tinha há pouco mais de sete anos atrás, completamente diferente. Se a gente passa nas escolas hoje e conversa com os alunos,  os alunos sabem que Barreiros faz parte de duas unidades de conservação, não só a APA Csta dos Corais, mas a APA de Guadalupe, algo que eles conheciam","ctid:191","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 18.docx","default","porque as áreas de proteção ambiental, elas fazem com que as pessoas tomem consciência que aquilo está sendo preservado para ele mesmo, ou para a futura geração, porque se eu degrado o meio ambiente hoje, amanhã não vai ter","ctid:205","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 2.docx","default"," É uma unidade de conservação, possui regras. Não tem saída. Eu gostaria de ver sendo melhor aplicadas. Não está rolando isso.","ctid:240","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 2.docx","default"," E ela, a APA, ela talvez seja a mais sensível dentre as unidades de conservação, né, sensível ao impacto dos usos. E, ao mesmo tempo, é aquela que tem a maior dependência do plano de manejo. Por quê? porque são as regras que estão definidas ali. E também a gente lembrar que no caso da Costa dos Corais são 13 municípios, e se a gente, não sei se isso vai ser uma pergunta, mas se esses 13 municípios não tiverem uma boa gestão ambiental, também está fadada a insucesso. Ainda que o território seja federal, o uso se faz através das atividades socioeconômicas do município, que é o caso principalmente do turismo e da pesca. Então, repito, é sensível porque se dá uso e esse uso tem que seguir regras e, portanto, ele é dependente do plano de manejo e de todos os planos de uso. Então, é muita atenção a isso. Por isso que a gente brinca, ela é a que talvez seja aquela com a maior abertura, mas não é bem assim, não é a que abre para todo mundo. Existem regras definidas. Essas regras precisam ser respeitadas. APA sem plano de manejo ou qualquer outro tipo de plano de uso de pesca não serve pra nada. ","ctid:246","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 3.docx","default","Eu acho que no Brasil a gente tem até de mais e mal geridas. Eu preferia menos, mas bem geridas, como é a nossa área. Lá mesmo tem sobreposição. Tamandaré tem, acho que, três. Essa sobreposição, às vezes, me incomoda um pouco. Mas eu entendo a necessidade dos gestores locais. E, às vezes, dos interesses locais. Mas elas são extremamente importantes para gerar o meio ambiente em geral.","ctid:267","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 4.docx","default","Eu acho extremamente necessárias, extremamente, mas eu acho que falta equipe, falta planejamento estratégico, até dentro do próprio órgão, tipo assim, lá em cima mesmo, esse nível, porque o que a gente vê, a gente vê muita apressa na gestão nos últimos anos, e cada um que muda faz uma coisa da sua cabeça, isso assim, independente, nesse projeto naturalmente receptivo, a gente trabalha em outras unidades também, e a gente sempre vê isso, né?","ctid:292","3 Média efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
